<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20080223,00:00:00,1356.0000000,1357.5000000,1353.2500000,1355.7500000,88375
20080225,00:00:00,1359.2500000,1375.5000000,1346.2500000,1372.0000000,757246
20080226,00:00:00,1372.0000000,1388.5000000,1363.7500000,1382.0000000,939175
20080227,00:00:00,1382.0000000,1389.7500000,1371.0000000,1380.0000000,879167
20080228,00:00:00,1380.0000000,1381.5000000,1363.5000000,1368.0000000,891805
20080229,00:00:00,1368.0000000,1369.2500000,1325.2500000,1331.5000000,1068337
20080301,00:00:00,1331.5000000,1336.2500000,1331.5000000,1335.2500000,126304
20080303,00:00:00,1329.2500000,1335.7500000,1320.0000000,1332.0000000,846998
20080304,00:00:00,1331.7500000,1337.5000000,1307.0000000,1326.7500000,1063204
20080305,00:00:00,1326.5000000,1344.7500000,1320.5000000,1334.2500000,978954
20080306,00:00:00,1334.5000000,1343.0000000,1303.5000000,1305.2500000,1056855
20080307,00:00:00,1305.2500000,1318.5000000,1282.2500000,1293.7500000,1457926
20080308,00:00:00,1294.0000000,1295.0000000,1292.0000000,1292.7500000,71466
20080310,00:00:00,1291.7500000,1299.5000000,1272.2500000,1274.0000000,1027250
20080311,00:00:00,1274.0000000,1326.5000000,1273.2500000,1326.2500000,1450425
20080312,00:00:00,1326.2500000,1334.2500000,1308.0000000,1312.2500000,1038821
20080313,00:00:00,1312.2500000,1324.5000000,1284.0000000,1314.0000000,773972
20080314,00:00:00,1314.0000000,1336.0000000,1275.5000000,1292.5000000,1249864
20080317,00:00:00,1289.2500000,1314.0000000,1253.0000000,1279.2500000,1305106
20080318,00:00:00,1279.2500000,1334.5000000,1278.7500000,1333.2500000,1146140
20080319,00:00:00,1333.2500000,1343.7500000,1296.7500000,1297.7500000,1183721
20080320,00:00:00,1297.5000000,1332.5000000,1286.5000000,1325.0000000,1024849
20080324,00:00:00,1326.0000000,1361.5000000,1325.2500000,1351.0000000,708401
20080325,00:00:00,1351.0000000,1359.5000000,1342.0000000,1350.7500000,851264
20080326,00:00:00,1350.7500000,1351.0000000,1334.0000000,1336.0000000,825752
20080327,00:00:00,1336.0000000,1348.0000000,1326.5000000,1331.7500000,921557
20080328,00:00:00,1331.7500000,1340.5000000,1314.2500000,1318.5000000,767309
20080331,00:00:00,1319.0000000,1330.5000000,1309.5000000,1322.7500000,676314
20080401,00:00:00,1323.0000000,1372.0000000,1315.7500000,1371.7500000,887762
20080402,00:00:00,1371.7500000,1380.0000000,1363.0000000,1369.5000000,889290
20080403,00:00:00,1369.2500000,1377.7500000,1359.5000000,1371.2500000,764041
20080404,00:00:00,1370.5000000,1388.0000000,1364.2500000,1372.7500000,972969
20080405,00:00:00,1372.7500000,1373.0000000,1371.0000000,1372.0000000,54290
20080407,00:00:00,1372.7500000,1389.0000000,1369.7500000,1374.2500000,721340
20080408,00:00:00,1374.2500000,1375.5000000,1362.2500000,1367.7500000,749502
20080409,00:00:00,1367.5000000,1377.5000000,1351.2500000,1356.2500000,889549
20080410,00:00:00,1356.7500000,1369.2500000,1351.2500000,1361.5000000,817108
20080411,00:00:00,1361.5000000,1369.0000000,1331.7500000,1334.7500000,1064075
20080412,00:00:00,1334.5000000,1336.0000000,1334.2500000,1335.5000000,78903
20080414,00:00:00,1335.2500000,1337.2500000,1325.7500000,1330.0000000,830261
20080415,00:00:00,1329.7500000,1338.7500000,1325.0000000,1337.2500000,988968
20080416,00:00:00,1337.2500000,1367.2500000,1334.7500000,1364.5000000,1095998
20080417,00:00:00,1364.5000000,1372.2500000,1358.5000000,1366.7500000,1016915
20080418,00:00:00,1366.7500000,1398.2500000,1365.0000000,1392.7500000,1063735
20080419,00:00:00,1392.5000000,1392.7500000,1387.0000000,1387.2500000,90085
20080421,00:00:00,1389.0000000,1394.0000000,1380.7500000,1389.7500000,661634
20080422,00:00:00,1389.7500000,1390.7500000,1370.7500000,1378.7500000,877375
20080423,00:00:00,1378.7500000,1389.7500000,1372.7500000,1381.0000000,962741
20080424,00:00:00,1381.0000000,1399.2500000,1368.0000000,1389.2500000,1020371
20080425,00:00:00,1389.2500000,1400.7500000,1380.5000000,1400.0000000,841193
20080426,00:00:00,1400.0000000,1400.2500000,1396.5000000,1397.5000000,69539
20080428,00:00:00,1398.7500000,1404.7500000,1393.5000000,1401.0000000,408679
20080429,00:00:00,1396.2500000,1398.2500000,1387.0000000,1392.0000000,680684
20080430,00:00:00,1392.0000000,1407.0000000,1384.0000000,1384.5000000,833323
20080501,00:00:00,1384.5000000,1411.2500000,1382.2500000,1409.7500000,912896
20080502,00:00:00,1409.7500000,1427.0000000,1406.2500000,1413.7500000,1047788
20080503,00:00:00,1414.0000000,1417.2500000,1413.7500000,1416.2500000,58100
20080505,00:00:00,1413.2500000,1416.2500000,1400.7500000,1407.2500000,596475
20080506,00:00:00,1407.2500000,1422.2500000,1397.0000000,1418.7500000,950080
20080507,00:00:00,1418.7500000,1424.0000000,1390.5000000,1392.2500000,930486
20080508,00:00:00,1392.5000000,1403.0000000,1389.5000000,1397.7500000,843383
20080509,00:00:00,1398.0000000,1398.2500000,1381.7500000,1388.7500000,855626
20080510,00:00:00,1388.5000000,1391.2500000,1387.5000000,1389.0000000,80926
20080512,00:00:00,1387.7500000,1404.7500000,1386.2500000,1404.2500000,754019
20080513,00:00:00,1404.5000000,1410.7500000,1396.7500000,1403.2500000,796087
20080514,00:00:00,1403.2500000,1421.5000000,1398.7500000,1408.5000000,915176
20080515,00:00:00,1408.5000000,1425.5000000,1405.0000000,1424.2500000,901824
20080516,00:00:00,1424.2500000,1429.5000000,1414.7500000,1425.2500000,909794
20080517,00:00:00,1425.5000000,1426.5000000,1425.0000000,1425.7500000,61975
20080519,00:00:00,1425.2500000,1441.0000000,1422.0000000,1427.0000000,745391
20080520,00:00:00,1427.0000000,1430.2500000,1409.0000000,1414.5000000,869411
20080521,00:00:00,1414.5000000,1421.0000000,1388.0000000,1390.5000000,955240
20080522,00:00:00,1390.7500000,1399.7500000,1390.0000000,1394.0000000,853773
20080523,00:00:00,1394.0000000,1395.0000000,1373.5000000,1375.7500000,642496
20080524,00:00:00,1376.0000000,1376.5000000,1372.7500000,1374.0000000,81431
20080526,00:00:00,1374.2500000,1377.5000000,1372.5000000,1374.7500000,25543
20080527,00:00:00,1375.0000000,1387.7500000,1370.5000000,1385.2500000,707332
20080528,00:00:00,1385.2500000,1393.2500000,1377.7500000,1391.5000000,831250
20080529,00:00:00,1391.2500000,1407.0000000,1386.7500000,1398.5000000,757510
20080530,00:00:00,1398.2500000,1405.0000000,1395.0000000,1398.5000000,630793
20080531,00:00:00,1398.5000000,1401.0000000,1398.0000000,1400.7500000,84512
20080602,00:00:00,1401.0000000,1401.0000000,1377.5000000,1385.5000000,704320
20080603,00:00:00,1385.5000000,1393.5000000,1369.5000000,1377.5000000,879766
20080604,00:00:00,1377.5000000,1388.5000000,1371.0000000,1377.7500000,862383
20080605,00:00:00,1378.0000000,1405.2500000,1375.5000000,1403.7500000,860716
20080606,00:00:00,1403.7500000,1411.0000000,1359.5000000,1360.0000000,947716
20080607,00:00:00,1360.0000000,1361.0000000,1358.5000000,1359.2500000,124841
20080609,00:00:00,1358.7500000,1371.5000000,1350.5000000,1362.5000000,786684
20080610,00:00:00,1362.2500000,1367.2500000,1347.2500000,1357.7500000,805956
20080611,00:00:00,1357.5000000,1363.5000000,1335.0000000,1335.2500000,805146
20080612,00:00:00,1335.2500000,1355.5000000,1333.2500000,1342.5000000,495417
20080613,00:00:00,1342.5000000,1362.5000000,1339.0000000,1362.2500000,715413
20080614,00:00:00,1362.0000000,1363.5000000,1357.5000000,1359.2500000,108494
20080616,00:00:00,1358.7500000,1367.2500000,1351.5000000,1361.7500000,595649
20080617,00:00:00,1361.7500000,1372.0000000,1352.2500000,1352.7500000,794175
20080618,00:00:00,1352.5000000,1355.5000000,1334.5000000,1340.2500000,800899
20080619,00:00:00,1340.5000000,1349.7500000,1332.2500000,1344.7500000,756604
20080620,00:00:00,1344.7500000,1345.0000000,1315.2500000,1319.0000000,891610
20080621,00:00:00,1319.0000000,1320.2500000,1318.0000000,1318.5000000,96163
20080623,00:00:00,1320.7500000,1327.7500000,1316.5000000,1320.0000000,591772
20080624,00:00:00,1320.0000000,1327.7500000,1305.2500000,1316.0000000,834396
20080625,00:00:00,1316.0000000,1337.5000000,1314.2500000,1323.7500000,629858
20080626,00:00:00,1323.7500000,1325.0000000,1284.2500000,1284.2500000,999740
20080627,00:00:00,1284.2500000,1291.7500000,1273.0000000,1280.2500000,952307
20080628,00:00:00,1280.2500000,1282.2500000,1279.5000000,1280.2500000,93913
20080630,00:00:00,1281.5000000,1292.0000000,1275.2500000,1280.2500000,809634
20080701,00:00:00,1279.7500000,1286.5000000,1261.0000000,1285.7500000,1064875
20080702,00:00:00,1285.5000000,1294.7500000,1261.7500000,1262.0000000,920227
20080703,00:00:00,1261.7500000,1273.7500000,1251.7500000,1265.5000000,765240
20080704,00:00:00,1265.5000000,1269.2500000,1256.5000000,1256.7500000,55220
20080707,00:00:00,1258.7500000,1275.0000000,1240.7500000,1242.0000000,512126
20080708,00:00:00,1244.0000000,1275.7500000,1236.5000000,1274.7500000,843384
20080709,00:00:00,1274.7500000,1278.7500000,1245.0000000,1245.0000000,872388
20080710,00:00:00,1245.0000000,1259.2500000,1237.0000000,1254.5000000,1003859
20080711,00:00:00,1254.5000000,1261.7500000,1225.5000000,1241.0000000,956292
20080712,00:00:00,1241.0000000,1242.0000000,1239.5000000,1239.7500000,75504
20080714,00:00:00,1240.2500000,1260.5000000,1224.7500000,1228.7500000,838270
20080715,00:00:00,1228.5000000,1235.5000000,1200.7500000,1215.2500000,986366
20080716,00:00:00,1215.0000000,1246.2500000,1202.5000000,1245.5000000,1070903
20080717,00:00:00,1245.0000000,1263.0000000,1238.0000000,1259.2500000,908865
20080718,00:00:00,1259.5000000,1263.0000000,1241.0000000,1260.0000000,922625
20080719,00:00:00,1260.0000000,1260.7500000,1258.0000000,1260.5000000,76054
20080721,00:00:00,1259.2500000,1269.0000000,1255.2500000,1259.7500000,580548
20080722,00:00:00,1259.5000000,1278.0000000,1247.2500000,1277.0000000,734780
20080723,00:00:00,1276.7500000,1291.0000000,1272.7500000,1282.2500000,729874
20080724,00:00:00,1281.7500000,1285.0000000,1251.0000000,1253.5000000,739486
20080725,00:00:00,1253.5000000,1262.7500000,1249.2500000,1256.7500000,687018
20080726,00:00:00,1256.7500000,1257.0000000,1253.0000000,1253.7500000,57744
20080728,00:00:00,1255.2500000,1260.0000000,1233.0000000,1234.2500000,564626
20080729,00:00:00,1234.0000000,1257.0000000,1231.5000000,1255.0000000,582070
20080730,00:00:00,1262.7500000,1280.5000000,1259.7500000,1272.2500000,410092
20080731,00:00:00,1281.7500000,1290.0000000,1265.0000000,1266.7500000,836609
20080801,00:00:00,1266.5000000,1275.0000000,1253.2500000,1259.5000000,781525
20080802,00:00:00,1259.5000000,1261.0000000,1258.0000000,1259.5000000,67726
20080804,00:00:00,1256.7500000,1260.0000000,1246.2500000,1247.7500000,510172
20080805,00:00:00,1247.7500000,1283.5000000,1247.2500000,1283.0000000,717641
20080806,00:00:00,1283.2500000,1291.5000000,1275.2500000,1289.0000000,778628
20080807,00:00:00,1289.2500000,1289.5000000,1263.5000000,1266.5000000,628584
20080808,00:00:00,1266.7500000,1298.0000000,1262.0000000,1295.0000000,693742
20080809,00:00:00,1295.0000000,1295.2500000,1292.2500000,1292.5000000,93374
20080811,00:00:00,1291.7500000,1313.5000000,1288.0000000,1305.0000000,507996
20080812,00:00:00,1304.7500000,1307.7500000,1285.2500000,1290.5000000,555530
20080813,00:00:00,1290.7500000,1294.2500000,1274.5000000,1289.0000000,595485
20080814,00:00:00,1285.0000000,1300.5000000,1275.2500000,1293.0000000,595692
20080815,00:00:00,1293.0000000,1302.5000000,1290.7500000,1298.2500000,563782
20080816,00:00:00,1298.2500000,1300.5000000,1298.0000000,1299.7500000,78053
20080818,00:00:00,1299.7500000,1306.0000000,1274.0000000,1280.0000000,544255
20080819,00:00:00,1280.0000000,1283.0000000,1262.7500000,1267.5000000,623052
20080820,00:00:00,1267.2500000,1276.7500000,1260.5000000,1274.5000000,580406
20080821,00:00:00,1274.7500000,1281.7500000,1263.5000000,1277.5000000,560952
20080822,00:00:00,1277.7500000,1294.0000000,1271.5000000,1292.5000000,563862
20080823,00:00:00,1292.5000000,1293.0000000,1291.5000000,1292.2500000,60213
20080825,00:00:00,1291.2500000,1292.2500000,1264.5000000,1267.7500000,518282
20080826,00:00:00,1267.5000000,1275.7500000,1262.5000000,1271.2500000,556726
20080827,00:00:00,1271.2500000,1285.2500000,1265.5000000,1281.5000000,536692
20080828,00:00:00,1281.0000000,1300.0000000,1275.5000000,1299.5000000,553014
20080829,00:00:00,1299.5000000,1299.7500000,1282.5000000,1283.2500000,550705
20080830,00:00:00,1283.5000000,1284.0000000,1281.5000000,1283.5000000,83881
20080901,00:00:00,1281.7500000,1285.0000000,1276.7500000,1282.7500000,71062
20080902,00:00:00,1284.2500000,1303.5000000,1271.5000000,1277.5000000,569992
20080903,00:00:00,1277.5000000,1281.0000000,1265.2500000,1275.2500000,594055
20080904,00:00:00,1275.5000000,1277.0000000,1235.7500000,1236.2500000,682280
20080905,00:00:00,1236.2500000,1245.2500000,1216.7500000,1242.2500000,906668
20080906,00:00:00,1242.2500000,1243.0000000,1240.2500000,1240.2500000,94960
20080908,00:00:00,1264.0000000,1282.0000000,1247.0000000,1268.5000000,830613
20080909,00:00:00,1268.2500000,1275.0000000,1224.7500000,1225.0000000,741769
20080910,00:00:00,1225.0000000,1244.5000000,1220.2500000,1231.5000000,1017994
20080911,00:00:00,1231.7500000,1252.0000000,1212.2500000,1251.7500000,364019
20080912,00:00:00,1251.5000000,1256.5000000,1234.5000000,1254.0000000,531705
20080913,00:00:00,1254.0000000,1259.2500000,1253.2500000,1258.7500000,118676
20080915,00:00:00,1234.7500000,1239.0000000,1197.5000000,1199.7500000,883529
20080916,00:00:00,1199.7500000,1217.2500000,1163.0000000,1216.0000000,1072770
20080917,00:00:00,1215.5000000,1229.5000000,1157.0000000,1158.0000000,1127639
20080918,00:00:00,1158.7500000,1215.5000000,1136.5000000,1205.0000000,687403
20080919,00:00:00,1205.2500000,1281.7500000,1202.0000000,1252.7500000,1231157
20080920,00:00:00,1253.7500000,1253.7500000,1243.2500000,1246.7500000,163678
20080922,00:00:00,1243.7500000,1250.0000000,1205.2500000,1208.5000000,750607
20080923,00:00:00,1208.5000000,1222.5000000,1186.7500000,1188.2500000,756837
20080924,00:00:00,1188.5000000,1210.2500000,1180.2500000,1190.7500000,796222
20080925,00:00:00,1190.5000000,1224.7500000,1186.0000000,1215.7500000,800969
20080926,00:00:00,1216.0000000,1221.2500000,1184.7500000,1220.0000000,798919
20080927,00:00:00,1219.7500000,1220.0000000,1214.0000000,1214.7500000,79864
20080929,00:00:00,1219.7500000,1221.2500000,1113.7500000,1131.7500000,803646
20080930,00:00:00,1131.7500000,1175.5000000,1112.0000000,1174.5000000,1124598
20081001,00:00:00,1175.0000000,1175.0000000,1143.7500000,1165.5000000,751830
20081002,00:00:00,1166.2500000,1174.0000000,1115.2500000,1118.7500000,733268
20081003,00:00:00,1118.7500000,1160.7500000,1102.7500000,1105.2500000,739564
20081004,00:00:00,1105.5000000,1111.0000000,1105.0000000,1109.0000000,99969
20081006,00:00:00,1103.5000000,1104.0000000,1009.0000000,1066.7500000,838233
20081007,00:00:00,1067.2500000,1077.7500000,999.7500000,1001.2500000,971272
20081008,00:00:00,1001.0000000,1045.0000000,963.0000000,986.5000000,1382856
20081009,00:00:00,986.2500000,1010.0000000,912.2500000,920.7500000,777867
20081010,00:00:00,920.5000000,943.0000000,837.5000000,908.5000000,1236937
20081011,00:00:00,907.7500000,909.2500000,885.2500000,888.7500000,138073
20081013,00:00:00,909.5000000,1011.5000000,909.2500000,1011.0000000,793455
20081014,00:00:00,1011.0000000,1067.0000000,974.5000000,1001.5000000,1148667
20081015,00:00:00,1002.0000000,1008.5000000,906.0000000,908.0000000,762233
20081016,00:00:00,908.0000000,950.0000000,865.5000000,946.0000000,1094393
20081017,00:00:00,946.0000000,987.5000000,908.0000000,940.5000000,975991
20081018,00:00:00,940.5000000,944.0000000,931.7500000,933.2500000,117580
20081020,00:00:00,937.5000000,986.5000000,925.5000000,985.7500000,564079
20081021,00:00:00,985.7500000,992.7500000,951.0000000,953.7500000,771415
20081022,00:00:00,953.5000000,969.2500000,872.5000000,899.5000000,779608
20081023,00:00:00,899.2500000,923.0000000,856.0000000,909.2500000,870886
20081024,00:00:00,908.7500000,917.2500000,841.5000000,872.5000000,615898
20081025,00:00:00,872.7500000,873.7500000,862.2500000,868.0000000,154035
20081027,00:00:00,864.5000000,893.7500000,826.2500000,837.5000000,691494
20081028,00:00:00,837.5000000,942.7500000,827.2500000,933.2500000,888526
20081029,00:00:00,933.2500000,970.7500000,914.2500000,932.2500000,775788
20081030,00:00:00,932.0000000,968.5000000,926.7500000,958.5000000,682765
20081031,00:00:00,958.2500000,984.0000000,940.0000000,966.5000000,659307
20081103,00:00:00,966.0000000,979.7500000,957.0000000,964.7500000,417480
20081104,00:00:00,964.2500000,1006.7500000,963.5000000,1003.0000000,614348
20081105,00:00:00,1003.0000000,1008.5000000,947.2500000,950.7500000,1132149
20081106,00:00:00,951.0000000,958.7500000,897.0000000,903.2500000,1221334
20081107,00:00:00,903.2500000,931.0000000,900.0000000,929.5000000,1274444
20081108,00:00:00,929.0000000,937.5000000,928.2500000,937.2500000,125132
20081110,00:00:00,941.2500000,962.5000000,905.5000000,919.0000000,989005
20081111,00:00:00,918.7500000,927.2500000,883.0000000,897.2500000,1060994
20081112,00:00:00,897.5000000,911.0000000,848.5000000,852.2500000,1221764
20081113,00:00:00,852.2500000,913.7500000,817.0000000,912.2500000,1219176
20081114,00:00:00,912.0000000,917.7500000,868.0000000,871.0000000,1227576
20081115,00:00:00,871.2500000,872.2500000,860.2500000,860.5000000,189864
20081117,00:00:00,862.2500000,881.7500000,847.2500000,848.7500000,1015075
20081118,00:00:00,848.7500000,866.0000000,824.7500000,857.5000000,1166967
20081119,00:00:00,857.7500000,869.0000000,804.5000000,807.2500000,1171343
20081120,00:00:00,807.2500000,820.7500000,745.7500000,753.0000000,1223745
20081121,00:00:00,753.0000000,801.5000000,739.0000000,799.2500000,1224809
20081122,00:00:00,799.2500000,802.2500000,789.5000000,791.0000000,215537
20081124,00:00:00,801.0000000,866.2500000,783.2500000,846.0000000,1041577
20081125,00:00:00,845.7500000,874.0000000,833.5000000,856.0000000,1281841
20081126,00:00:00,856.2500000,887.2500000,829.5000000,886.2500000,964025
20081127,00:00:00,886.5000000,889.7500000,875.0000000,889.2500000,195357
20081128,00:00:00,889.2500000,897.0000000,876.2500000,894.7500000,474639
20081201,00:00:00,897.2500000,897.5000000,814.2500000,815.7500000,961133
20081202,00:00:00,816.0000000,850.5000000,813.0000000,849.2500000,1348616
20081203,00:00:00,849.5000000,873.5000000,826.0000000,870.2500000,1124915
20081204,00:00:00,870.7500000,875.5000000,832.0000000,844.0000000,976533
20081205,00:00:00,844.2500000,879.5000000,817.0000000,876.0000000,1080094
20081206,00:00:00,876.0000000,876.0000000,871.2500000,871.7500000,92430
20081208,00:00:00,872.2500000,919.0000000,867.5000000,907.7500000,946764
20081209,00:00:00,907.7500000,916.2500000,884.5000000,888.5000000,1043170
20081210,00:00:00,888.5000000,908.7500000,884.5000000,898.0000000,876959
20081211,00:00:00,898.2500000,904.5000000,867.7500000,873.7500000,515953
20081212,00:00:00,874.0000000,883.0000000,828.7500000,879.5000000,1068335
20081213,00:00:00,879.5000000,886.5000000,878.0000000,885.2500000,89227
20081215,00:00:00,883.5000000,893.0000000,856.5000000,869.2500000,719653
20081216,00:00:00,869.0000000,914.7500000,868.5000000,913.0000000,770914
20081217,00:00:00,913.0000000,918.2500000,886.7500000,902.2500000,938161
20081218,00:00:00,902.0000000,911.5000000,873.5000000,883.0000000,802494
20081219,00:00:00,883.0000000,903.2500000,880.0000000,883.0000000,916406
20081220,00:00:00,883.0000000,883.7500000,876.5000000,881.2500000,87933
20081222,00:00:00,884.2500000,891.5000000,852.7500000,868.5000000,602208
20081223,00:00:00,868.5000000,878.0000000,855.7500000,859.2500000,634524
20081224,00:00:00,859.2500000,866.5000000,855.2500000,864.7500000,240620
20081226,00:00:00,866.5000000,871.7500000,863.0000000,869.0000000,155737
20081227,00:00:00,869.0000000,870.0000000,867.5000000,869.7500000,20668
20081229,00:00:00,869.0000000,873.5000000,853.2500000,866.2500000,398469
20081230,00:00:00,866.2500000,888.2500000,866.0000000,887.0000000,532993
20081231,00:00:00,886.7500000,908.0000000,886.2500000,901.5000000,541164
20090101,00:00:00,902.0000000,902.2500000,891.0000000,892.0000000,103779
20090102,00:00:00,900.0000000,932.7500000,896.5000000,927.7500000,634011
20090103,00:00:00,928.0000000,928.5000000,925.0000000,926.0000000,60972
20090105,00:00:00,924.7500000,934.2500000,916.5000000,925.0000000,730908
20090106,00:00:00,925.2500000,942.2500000,923.5000000,931.2500000,791715
20090107,00:00:00,931.5000000,933.5000000,898.7500000,904.0000000,980412
20090108,00:00:00,904.2500000,907.5000000,891.5000000,906.7500000,802722
20090109,00:00:00,906.7500000,914.7500000,884.2500000,886.2500000,1051267
20090110,00:00:00,886.0000000,886.5000000,882.7500000,885.2500000,48755
20090112,00:00:00,885.0000000,885.5000000,860.2500000,865.7500000,589181
20090113,00:00:00,866.2500000,874.0000000,857.0000000,867.0000000,838138
20090114,00:00:00,867.2500000,875.0000000,832.5000000,839.0000000,805145
20090115,00:00:00,839.2500000,848.5000000,813.0000000,835.2500000,907807
20090116,00:00:00,840.5000000,857.7500000,826.5000000,845.2500000,881442
20090117,00:00:00,845.7500000,849.5000000,845.7500000,849.2500000,85021
20090119,00:00:00,851.7500000,865.7500000,834.5000000,840.0000000,173558
20090120,00:00:00,839.7500000,847.2500000,800.2500000,802.0000000,699297
20090121,00:00:00,802.0000000,838.5000000,797.5000000,836.0000000,896949
20090122,00:00:00,836.7500000,844.0000000,807.5000000,824.0000000,873361
20090123,00:00:00,823.5000000,836.0000000,799.5000000,827.2500000,838549
20090124,00:00:00,827.2500000,827.5000000,823.0000000,823.5000000,76028
20090126,00:00:00,823.5000000,849.5000000,810.7500000,832.7500000,690071
20090127,00:00:00,833.0000000,847.5000000,830.2500000,841.7500000,729079
20090128,00:00:00,841.5000000,876.0000000,837.7500000,870.0000000,855254
20090129,00:00:00,870.0000000,872.5000000,840.2500000,841.5000000,864552
20090130,00:00:00,841.5000000,849.0000000,817.5000000,822.0000000,937535
20090131,00:00:00,825.0000000,826.5000000,823.7500000,825.7500000,31597
20090202,00:00:00,823.7500000,827.5000000,806.2500000,821.7500000,809036
20090203,00:00:00,821.5000000,839.7500000,816.0000000,834.5000000,818604
20090204,00:00:00,834.0000000,849.2500000,826.0000000,828.7500000,840865
20090205,00:00:00,828.5000000,848.7500000,816.7500000,842.5000000,606149
20090206,00:00:00,842.0000000,869.2500000,836.7500000,865.5000000,826207
20090207,00:00:00,865.2500000,868.5000000,864.5000000,868.0000000,102338
20090209,00:00:00,868.0000000,871.2500000,852.7500000,867.2500000,256331
20090210,00:00:00,867.0000000,867.5000000,825.5000000,825.5000000,700641
20090211,00:00:00,829.0000000,836.2500000,819.5000000,831.5000000,655932
20090212,00:00:00,831.7500000,833.7500000,805.5000000,832.0000000,911812
20090213,00:00:00,832.0000000,840.5000000,822.7500000,823.7500000,847874
20090214,00:00:00,823.5000000,824.2500000,818.7500000,820.0000000,98352
20090216,00:00:00,814.0000000,818.7500000,808.2500000,808.7500000,115565
20090217,00:00:00,809.2500000,812.2500000,786.7500000,787.7500000,909611
20090218,00:00:00,787.5000000,796.2500000,778.0000000,785.7500000,927918
20090219,00:00:00,785.7500000,796.7500000,775.2500000,778.0000000,976242
